Date,SPY_price,IVV_price,spread,z_score,position,units,transaction_cost,pnl,daily_returns,trade_entry
2021-01-04 00:00:00-05:00,346.2312316894531,346.9907531738281,2.0164045410156177,,0,144412.15991989637,0.0,,,0.0
2021-01-05 00:00:00-05:00,348.6158752441406,349.2870483398437,2.123123291015702,,0,143424.33477816894,0.0,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,350.7001037597656,351.3958435058594,2.115427001953151,,0,142571.9566774086,0.0,-0.0,-0.0,0.0
2021-01-07 00:00:00-05:00,355.9105834960937,356.5975952148437,2.1657690429687477,,0,140484.72374395907,0.0,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,357.9384460449219,358.63140869140625,2.176088623046894,,0,139688.8223449596,0.0,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,355.5256652832031,356.28839111328125,2.087581298828127,,0,140636.8228301358,0.0,-0.0,-0.0,0.0
2021-01-12 00:00:00-05:00,355.60076904296875,356.3446044921875,2.1069213867187386,,0,140607.1199861727,0.0,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,356.5583801269531,357.2443542480469,2.1719807128906155,,0,140229.49055971543,0.0,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,355.3096923828125,356.0071716308594,2.1505781249999814,,0,140722.30809321615,0.0,-0.0,-0.0,0.0
2021-01-15 00:00:00-05:00,352.7185363769531,353.4390563964844,2.106992431640606,,0,141756.0883348773,0.0,-0.0,-0.0,0.0
2021-01-19 00:00:00-05:00,355.4880676269531,356.2039489746094,2.1337502441406286,,0,140651.69707037727,0.0,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,360.4075927734375,361.1058349609375,2.1906044921875036,,0,138731.81642827217,0.0,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,360.7361450195313,361.4244689941406,2.203071777343837,,0,138605.46188764327,0.0,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,359.4593811035156,360.1966857910156,2.1442687988281364,,0,139097.77468181087,0.0,-0.0,-0.0,0.0
2021-01-25 00:00:00-05:00,360.8769836425781,361.6307067871094,2.139322509765634,,0,138551.36865564497,0.0,-0.0,-0.0,0.0
2021-01-26 00:00:00-05:00,360.3136901855469,361.096435546875,2.106026123046888,,0,138767.97180326964,0.0,-0.0,-0.0,0.0
2021-01-27 00:00:00-05:00,351.5074768066406,352.2862243652344,2.0395422363281455,,0,142244.48496583276,0.0,-0.0,-0.0,0.0
2021-01-28 00:00:00-05:00,354.5304260253906,355.2667236328125,2.1058361816406546,,0,141031.61909274076,0.0,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,347.4329528808594,348.209228515625,2.0093981933594023,,0,143912.65878900624,0.0,-0.0,-0.0,0.0
2021-02-01 00:00:00-05:00,353.2160949707031,353.90777587890625,2.1395812988281477,0.3385999839774281,0,141556.40332343054,0.0,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,358.210693359375,358.9314270019531,2.1507177734375205,0.4740589430301171,0,139582.65603712026,0.0,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,358.4923400878906,359.2126159667969,2.153425048828126,0.49605424874516024,0,139472.99400523212,0.0,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,362.5669250488281,363.2803039550781,2.192863525390635,1.1969015035840886,0,137905.57424195914,0.0,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,363.9938659667969,364.7048950195313,2.2066101074217954,1.3729219599842668,0,137364.95220103776,0.0,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,366.6226196289063,367.4510803222656,2.1111479492188323,-0.41909076336918294,0,136380.0194614554,0.0,-0.0,-0.0,0.0
2021-02-09 00:00:00-05:00,366.3784790039063,367.141845703125,2.1737680664062964,0.7299267859240075,0,136470.8978975452,0.0,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,366.2188720703125,366.99169921875,2.1631064453125077,0.46552912337848146,0,136530.37517520454,0.0,-0.0,-0.0,0.0
2021-02-11 00:00:00-05:00,366.8103637695313,367.6103515625,2.1408950195312855,0.05655616486599028,0,136310.21622773787,0.0,-0.0,-0.0,0.0
2021-02-12 00:00:00-05:00,368.6223449707031,369.4474182128906,2.1305061035156427,-0.13185621579288168,0,135640.1766799401,0.0,-0.0,-0.0,0.0
2021-02-16 00:00:00-05:00,368.3031005859375,369.1568298339844,2.09952539062499,-0.7425917682445438,0,135757.74931151664,0.0,-0.0,-0.0,0.0
2021-02-17 00:00:00-05:00,368.3876647949219,369.2037048339844,2.1375895996093845,0.013970295812480391,0,135726.58581778125,0.0,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,366.8197937011719,367.638427734375,2.1224733886718923,-0.22701772561523273,0,136306.71206563155,0.0,-0.0,-0.0,0.0
2021-02-19 00:00:00-05:00,366.17193603515625,366.9449462890625,2.1625493164062277,0.6724920831502628,0,136547.87568209347,0.0,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,363.35546875,364.1518859863281,2.1167978515625236,-0.2873267343789022,0,137606.29548801857,0.0,-0.0,-0.0,0.0
2021-02-23 00:00:00-05:00,363.7966918945313,364.5361633300781,2.1768178710938173,0.9467671483435076,0,137439.40259494045,0.0,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,367.8054809570313,368.5382995605469,2.2154877929688155,1.5471715097852141,0,135941.42172623368,0.0,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,358.9429931640625,359.70001220703125,2.1205810546874773,-0.4629561281149363,0,139297.88560365196,0.0,-0.0,-0.0,0.0
2021-02-26 00:00:00-05:00,357.0934753417969,357.8160095214844,2.139993896484384,-0.07207205142416695,0,140019.36034295172,0.0,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,365.7495727539063,366.49505615234375,2.1864770507813205,1.0662818484855492,0,136705.55955411156,0.0,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,362.8954162597656,363.6739196777344,2.130887939453146,-0.6371386823970722,0,137780.74276972763,0.0,-0.0,-0.0,0.0
2021-03-03 00:00:00-05:00,358.08868408203125,358.8189392089844,2.1402963867187736,-0.33085178454243774,0,139630.2151467762,0.0,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,353.6573486328125,354.3763427734375,2.116016601562478,-0.989886259846389,0,141379.7852449346,0.0,-0.0,-0.0,0.0
2021-03-05 00:00:00-05:00,360.1634826660156,360.9089660644531,2.1417883300781,-0.1526547771877491,0,138825.84550184855,0.0,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,358.37030029296875,359.14703369140625,2.096442871093757,-1.464232847344531,0,139520.4902837229,0.0,-0.0,-0.0,0.0
2021-03-09 00:00:00-05:00,363.4869384765625,364.2081298828125,2.1924736328124936,1.489446734500307,0,137556.52461559902,0.0,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,365.7495727539063,366.4387817382813,2.2423012695312536,2.4618420505552394,0,136705.55955411156,0.0,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,369.4579162597656,370.2066345214844,2.212934814453149,1.5225852657519474,-1,135333.4109231673,0.0,-0.0,-0.0,1.0
2021-03-12 00:00:00-05:00,369.9554748535156,370.7876586914063,2.1341174316405613,-0.4099383752412314,-1,135151.3990157804,28.842895655018594,10623.436658228542,0.00021246873316457083,0.0
2021-03-15 00:00:00-04:00,372.1616821289063,373.0371398925781,2.108839355468831,-0.9838660517075398,0,134350.20960239912,0.0,3396.114832017389,6.792229664034777e-05,0.0
2021-03-16 00:00:00-04:00,371.69232177734375,372.5122375488281,2.1601821289062286,0.18632980868291313,0,134519.86245212698,0.0,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,372.9597778320313,373.7305908203125,2.2190317382813305,1.4696785430077235,0,134062.7139222459,0.0,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,367.5332946777344,368.27581787109375,2.2036833496093777,1.0010961666287588,0,136042.09665913857,0.0,-0.0,-0.0,0.0
2021-03-19 00:00:00-04:00,366.8532104492188,367.5916442871094,2.202299316406311,0.9012798826356299,0,136294.29585412116,0.0,-0.0,-0.0,0.0
2021-03-22 00:00:00-04:00,369.7825927734375,370.4971923828125,2.249377929687512,1.7228515150932713,0,135214.58548113581,0.0,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,366.8721008300781,367.6103515625,2.2026320800781036,0.6784085965443483,-1,136287.27801015915,0.0,-0.0,-0.0,1.0
2021-03-24 00:00:00-04:00,365.0071105957031,365.72650146484375,2.206421142578108,0.7756173692329199,0,136983.63278019,30.224358355336683,-549.2639044371483,-1.0985278088742965e-05,0.0
2021-03-25 00:00:00-04:00,367.0604553222656,367.815185546875,2.1877912597656177,0.31215096239853013,0,136217.34315155752,0.0,-0.0,-0.0,0.0
2021-03-26 00:00:00-04:00,372.9755859375,373.76800537109375,2.1977246093750296,0.47269545027469967,0,134057.03184116338,0.0,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,372.7872619628906,373.5798645019531,2.1960363769531455,0.42272358366771556,0,134124.7545228015,0.0,-0.0,-0.0,0.0
2021-03-30 00:00:00-04:00,371.7982177734375,372.6582336425781,2.121249999999975,-1.2173871531044969,0,134481.548350155,0.0,-0.0,-0.0,0.0
2021-03-31 00:00:00-04:00,373.3052673339844,374.1159362792969,2.182258544921865,0.08014390377946258,0,133938.64050481396,0.0,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,377.336669921875,378.1221008300781,2.239545898437484,1.2410949526464057,0,132507.6622167471,0.0,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,382.7525634765625,383.5483093261719,2.272640625000008,1.730243915150728,0,130632.69791284286,0.0,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,382.5264587402344,383.313232421875,2.279732177734388,1.7475379776882174,-1,130709.91262843322,0.0,0.0,0.0,1.0
2021-04-07 00:00:00-04:00,382.96917724609375,383.7927551269531,2.2467641601562605,0.9370817393626931,-1,130558.80987484874,29.333485481946543,4274.931653451503,8.549863306903006e-05,0.0
2021-04-08 00:00:00-04:00,384.787109375,385.5796203613281,2.292125976562488,1.7332842689104793,0,129941.98293496302,0.0,-5894.404373356968,-0.00011788808746713936,0.0
2021-04-09 00:00:00-04:00,387.5846252441406,388.3726501464844,2.318956298828141,1.9301435532627744,-1,129004.08515560921,0.0,0.0,0.0,1.0
2021-04-12 00:00:00-04:00,387.7258911132813,388.5325012207031,2.3016499023437973,1.4598833973856928,-1,128957.08320234816,29.68140579592256,2202.1010055684037,4.404202011136807e-05,0.0
2021-04-13 00:00:00-04:00,388.8750305175781,389.6704711914063,2.3219230957030845,1.6877519815125321,-1,128576.01048195835,0.0,-2606.646321866484,-5.213292643732968e-05,0.0
2021-04-14 00:00:00-04:00,387.54693603515625,388.3726501464844,2.281267089843766,0.8522561671013338,-1,129016.63089258499,0.0,5245.300901518482,0.00010490601803036964,0.0
2021-04-15 00:00:00-04:00,391.7100830078125,392.548095703125,2.302372070312515,1.133082041569683,0,127645.42494302546,0.0,-2693.9542003477304,-5.387908400695461e-05,0.0
2021-04-16 00:00:00-04:00,393.0193176269531,393.93060302734375,2.2401594238281177,-0.036741147599567495,0,127220.20968816373,0.0,-0.0,-0.0,0.0
2021-04-19 00:00:00-04:00,391.0884399414063,392.0025939941406,2.221866699218822,-0.39738128892455427,0,127848.31995415437,0.0,-0.0,-0.0,0.0
2021-04-20 00:00:00-04:00,388.22503662109375,389.1532287597656,2.185033691406261,-0.997473672005577,0,128791.28155972027,0.0,-0.0,-0.0,0.0
2021-04-21 00:00:00-04:00,391.8984375,392.7926025390625,2.2481757812499836,0.11027739007683168,0,127584.07591252516,0.0,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,388.31927490234375,389.30364990234375,2.130054199218762,-1.8228826131308142,0,128760.02617324165,0.0,-0.0,-0.0,0.0
2021-04-23 00:00:00-04:00,392.5295715332031,393.3850402832031,2.2916115722656514,0.8103287936366482,1,127378.9381133814,0.0,0.0,0.0,1.0
2021-04-26 00:00:00-04:00,393.3489990234375,394.26898193359375,2.23416894531249,-0.19205504124385764,0,127113.58138481186,28.399321605739846,-7330.137357773806,-0.00014660274715547612,0.0
2021-04-27 00:00:00-04:00,393.2643127441406,394.1468200683594,2.2706672363281086,0.37534699534575444,0,127140.95426332316,0.0,0.0,0.0,0.0
2021-04-28 00:00:00-04:00,393.1511840820313,393.9963073730469,2.306847167968783,0.964786953368322,0,127177.53888175359,0.0,0.0,0.0,0.0
