Date,SPY
2021-09-30,406.830810546875
2021-10-01,411.6656494140625
2021-10-04,406.3568420410156
2021-10-05,410.5849609375
2021-10-06,412.2912902832031
2021-10-07,415.85589599609375
2021-10-08,415.0974426269531
2021-10-11,412.0921936035156
2021-10-12,411.077880859375
2021-10-13,412.5567626953125
2021-10-14,419.4962463378906
2021-10-15,422.69097900390625
2021-10-18,423.94244384765625
2021-10-19,427.2131042480469
2021-10-20,428.89105224609375
2021-10-21,430.009765625
2021-10-22,429.564208984375
2021-10-25,431.86785888671875
2021-10-26,432.25653076171875
2021-10-27,430.34149169921875
2021-10-28,434.49383544921875
2021-10-29,435.37548828125
2021-11-01,436.1244812011719
2021-11-02,437.8876953125
2021-11-03,440.5611572265625
2021-11-04,442.6373291015625
2021-11-05,444.1730651855469
2021-11-08,444.5522766113281
2021-11-09,443.0829162597656
2021-11-10,439.5183410644531
2021-11-11,439.6604919433594
2021-11-12,442.978515625
2021-11-15,443.1302185058594
2021-11-16,444.8840637207031
2021-11-17,443.80340576171875
2021-11-18,445.3106994628906
2021-11-19,444.5143737792969
2021-11-22,443.2629699707031
2021-11-23,443.8507995605469
2021-11-24,445.0357971191406
2021-11-26,435.1100769042969
2021-11-29,440.4473876953125
2021-11-30,431.87738037109375
2021-12-01,427.0804138183594
2021-12-02,433.6216735839844
2021-12-03,429.84857177734375
2021-12-06,434.9393615722656
2021-12-07,443.93609619140625
2021-12-08,445.1116027832031
2021-12-09,442.1064147949219
2021-12-10,446.2681579589844
2021-12-13,442.3149719238281
2021-12-14,439.27178955078125
2021-12-15,446.1354675292969
2021-12-16,442.20123291015625
2021-12-17,437.49493408203125
2021-12-20,432.84283447265625
2021-12-21,440.5296630859375
2021-12-22,444.9344177246094
2021-12-23,447.7028503417969
2021-12-27,454.038818359375
2021-12-28,453.66778564453125
2021-12-29,454.2481384277344
2021-12-30,452.9923400878906
2021-12-31,451.8506774902344
2022-01-03,454.46685791015625
2022-01-04,454.314697265625
2022-01-05,445.5908203125
2022-01-06,445.1722717285156
2022-01-07,443.41229248046875
2022-01-10,442.8605041503906
2022-01-11,446.8941650390625
2022-01-12,448.1024169921875
2022-01-13,441.92816162109375
2022-01-14,442.10894775390625
2022-01-18,434.2793273925781
2022-01-19,429.7699890136719
2022-01-20,425.0132751464844
2022-01-21,416.6700134277344
2022-01-24,418.4394226074219
2022-01-25,413.3307189941406
2022-01-26,412.2938232421875
2022-01-27,410.25787353515625
2022-01-28,420.4468688964844
2022-01-31,428.0194396972656
2022-02-01,430.9115905761719
2022-02-02,435.0975036621094
2022-02-03,424.8705139160156
2022-02-04,426.8683776855469
2022-02-07,425.4984436035156
2022-02-08,428.9994201660156
2022-02-09,435.2783508300781
2022-02-10,427.4582214355469
2022-02-11,419.029296875
2022-02-14,417.65936279296875
2022-02-15,424.3948669433594
2022-02-16,424.8705139160156
2022-02-17,415.7947082519531
2022-02-18,413.10247802734375
2022-02-22,408.669189453125
2022-02-23,401.4199523925781
2022-02-24,407.4609375
2022-02-25,416.4511413574219
2022-02-28,415.3856506347656
2022-03-01,409.0592346191406
2022-03-02,416.5843811035156
2022-03-03,414.51043701171875
2022-03-04,411.1427001953125
2022-03-07,399.02252197265625
2022-03-08,395.997314453125
2022-03-09,406.6142272949219
2022-03-10,404.7782287597656
2022-03-11,399.6314392089844
2022-03-14,396.7108154296875
2022-03-15,405.43463134765625
2022-03-16,414.4247741699219
2022-03-17,419.60968017578125
2022-03-18,424.20550537109375
2022-03-21,424.0814208984375
2022-03-22,429.0437927246094
2022-03-23,423.5184326171875
2022-03-24,429.9027099609375
2022-03-25,432.0021667480469
2022-03-28,435.0749816894531
2022-03-29,440.4572448730469
2022-03-30,437.73748779296875
2022-03-31,431.00018310546875
2022-04-01,432.2216491699219
2022-04-04,435.92431640625
2022-04-05,430.4179992675781
2022-04-06,426.1141357421875
2022-04-07,428.2612609863281
2022-04-08,427.1161804199219
2022-04-11,419.8157653808594
2022-04-12,418.26025390625
2022-04-13,423.0508117675781
2022-04-14,417.7830505371094
2022-04-18,417.95489501953125
2022-04-19,424.7018127441406
2022-04-20,424.3868408203125
2022-04-21,418.04071044921875
2022-04-22,406.5700378417969
2022-04-25,408.92718505859375
2022-04-26,397.0843505859375
2022-04-27,398.2008056640625
2022-04-28,408.2591857910156
2022-04-29,393.17169189453125
2022-05-02,395.5383605957031
2022-05-03,397.35150146484375
2022-05-04,409.45208740234375
2022-05-05,394.8989562988281
2022-05-06,392.5418701171875
2022-05-09,379.9737548828125
2022-05-10,380.8516540527344
2022-05-11,374.80133056640625
2022-05-12,374.4101867675781
2022-05-13,383.36151123046875
2022-05-16,381.80596923828125
2022-05-17,389.659912109375
2022-05-18,373.9520263671875
2022-05-19,371.6617736816406
2022-05-20,371.82403564453125
2022-05-23,378.7808837890625
2022-05-24,375.8893127441406
2022-05-25,379.21026611328125
2022-05-26,386.7874450683594
2022-05-27,396.28265380859375
2022-05-31,394.0591735839844
2022-06-01,390.87188720703125
2022-06-02,398.3153381347656
2022-06-03,391.7784423828125
2022-06-06,392.9712829589844
2022-06-07,396.74078369140625
2022-06-08,392.42730712890625
2022-06-09,383.0942687988281
2022-06-10,371.9862365722656
2022-06-13,357.8625793457031
2022-06-14,356.7841796875
2022-06-15,361.87066650390625
2022-06-16,349.89410400390625
2022-06-17,350.6484375
2022-06-21,359.47552490234375
2022-06-22,358.82379150390625
2022-06-23,362.34124755859375
2022-06-24,373.8614196777344
2022-06-27,372.4333801269531
2022-06-28,364.82354736328125
2022-06-29,364.5263671875
2022-06-30,361.56488037109375
2022-07-01,365.3890075683594
2022-07-05,366.07904052734375
2022-07-06,367.3154602050781
2022-07-07,372.81683349609375
2022-07-08,372.51007080078125
2022-07-11,368.2547302246094
2022-07-12,364.9960632324219
2022-07-13,363.0791931152344
2022-07-14,362.1974792480469
2022-07-15,369.1172790527344
2022-07-18,366.0694580078125
2022-07-19,375.9603576660156
2022-07-20,378.3564453125
2022-07-21,382.2093505859375
2022-07-22,378.66314697265625
2022-07-25,379.1231689453125
2022-07-26,374.6378173828125
2022-07-27,384.3657531738281
2022-07-28,389.1866455078125
2022-07-29,394.8605041503906
2022-08-01,393.6911926269531
2022-08-02,391.0938720703125
2022-08-03,397.21826171875
2022-08-04,396.9498291015625
2022-08-05,396.2789611816406
2022-08-08,395.81890869140625
2022-08-09,394.2471008300781
2022-08-10,402.52783203125
2022-08-11,402.52783203125
2022-08-12,409.34222412109375
2022-08-15,411.0290222167969
2022-08-16,411.83416748046875
2022-08-17,408.9109802246094
2022-08-18,410.0993957519531
2022-08-19,404.58843994140625
2022-08-22,396.1639709472656
2022-08-23,395.2055358886719
2022-08-24,396.4706115722656
2022-08-25,402.0679016113281
2022-08-26,388.45819091796875
2022-08-29,385.8896789550781
2022-08-30,381.6534118652344
2022-08-31,378.7494201660156
2022-09-01,379.9378662109375
2022-09-02,375.9316101074219
2022-09-06,374.5132141113281
2022-09-07,381.24127197265625
2022-09-08,383.733154296875
2022-09-09,389.69464111328125
2022-09-12,393.88287353515625
2022-09-13,376.75592041015625
2022-09-14,378.1935729980469
2022-09-15,373.8997802734375
2022-09-16,371.0473327636719
2022-09-19,373.9248046875
2022-09-20,369.6326904296875
2022-09-21,363.18487548828125
2022-09-22,360.1341857910156
2022-09-23,354.1001892089844
2022-09-26,350.5971984863281
2022-09-27,349.70220947265625
2022-09-28,356.5830993652344
2022-09-29,349.1344299316406
2022-09-30,343.7355651855469
2022-10-03,352.81060791015625
2022-10-04,363.7430419921875
2022-10-05,362.8961486816406
2022-10-06,359.152587890625
2022-10-07,349.1344299316406
2022-10-10,346.46868896484375
2022-10-11,344.2745056152344
2022-10-12,343.138916015625
2022-10-13,352.1947021484375
2022-10-14,344.16864013671875
2022-10-17,353.0127258300781
2022-10-18,357.1605224609375
2022-10-19,354.6294860839844
2022-10-20,351.6557922363281
2022-10-21,360.2015686035156
2022-10-24,364.60919189453125
2022-10-25,370.43145751953125
2022-10-26,367.64056396484375
2022-10-27,365.67742919921875
2022-10-28,374.3771057128906
2022-10-31,371.6728515625
2022-11-01,370.0464782714844
2022-11-02,360.759765625
2022-11-03,357.0450134277344
2022-11-04,362.1839904785156
2022-11-07,365.6485595703125
2022-11-08,367.6213684082031
2022-11-09,360.0475769042969
2022-11-10,379.8337097167969
2022-11-11,383.50994873046875
2022-11-14,380.2475280761719
2022-11-15,383.49066162109375
2022-11-16,380.5650939941406
2022-11-17,379.4006042480469
2022-11-18,381.1232604980469
2022-11-21,379.7374572753906
2022-11-22,384.8476257324219
2022-11-23,387.2727966308594
2022-11-25,387.18609619140625
2022-11-28,381.00775146484375
2022-11-29,380.3533630371094
2022-11-30,392.334716796875
2022-12-01,392.0460510253906
2022-12-02,391.59375
2022-12-05,384.5492248535156
2022-12-06,379.006103515625
2022-12-07,378.3612365722656
2022-12-08,381.3253479003906
2022-12-09,378.47674560546875
2022-12-12,383.9333190917969
2022-12-13,386.83966064453125
2022-12-14,384.36639404296875
2022-12-15,374.9642028808594
2022-12-16,370.5372619628906
2022-12-19,367.3952331542969
2022-12-20,367.89801025390625
2022-12-21,373.3989562988281
2022-12-22,368.0719299316406
2022-12-23,370.1892395019531
2022-12-27,368.72943115234375
2022-12-28,364.14678955078125
2022-12-29,370.70159912109375
2022-12-30,369.7251892089844
2023-01-03,368.1686706542969
2023-01-04,371.0110168457031
2023-01-05,366.7764892578125
2023-01-06,375.1875
2023-01-09,374.97479248046875
2023-01-10,377.6044006347656
2023-01-11,382.3802795410156
2023-01-12,383.7724304199219
2023-01-13,385.2613220214844
2023-01-17,384.5555419921875
2023-01-18,378.48419189453125
2023-01-19,375.7288818359375
2023-01-20,382.72833251953125
2023-01-23,387.3205261230469
2023-01-24,386.90484619140625
2023-01-25,387.0498352050781
2023-01-26,391.3037414550781
2023-01-27,392.2027587890625
2023-01-30,387.2818298339844
2023-01-31,392.9762268066406
2023-02-01,397.1527099609375
2023-02-02,402.9340515136719
2023-02-03,398.6512145996094
2023-02-06,396.2149353027344
2023-02-07,401.3968505859375
2023-02-08,397.00762939453125
2023-02-09,393.5658874511719
2023-02-10,394.4844055175781
2023-02-13,399.1152038574219
2023-02-14,398.931640625
2023-02-15,400.22711181640625
2023-02-16,394.7164306640625
2023-02-17,393.73028564453125
2023-02-21,385.83172607421875
2023-02-22,385.29998779296875
2023-02-23,387.34954833984375
2023-02-24,383.21173095703125
2023-02-27,384.5169372558594
2023-02-28,383.095703125
2023-03-01,381.6262512207031
2023-03-02,384.5942077636719
2023-03-03,390.7623291015625
2023-03-06,391.0329895019531
2023-03-07,385.0389404296875
2023-03-08,385.6673583984375
2023-03-09,378.5519104003906
2023-03-10,373.08953857421875
2023-03-13,372.55780029296875
2023-03-14,378.7162780761719
2023-03-15,376.3476257324219
2023-03-16,382.9506530761719
2023-03-17,378.4729919433594
2023-03-20,382.11224365234375
2023-03-21,387.12957763671875
2023-03-22,380.5303955078125
2023-03-23,381.5591125488281
2023-03-24,384.06292724609375
2023-03-27,384.781005859375
2023-03-28,383.9173278808594
2023-03-29,389.49749755859375
2023-03-30,391.7781677246094
2023-03-31,397.30010986328125
2023-04-03,398.8139953613281
2023-04-04,396.60137939453125
2023-04-05,395.56298828125
2023-04-06,397.1059875488281
2023-04-10,397.5135498046875
2023-04-11,397.620361328125
2023-04-12,395.9996032714844
2023-04-13,401.2596130371094
2023-04-14,400.2794189453125
2023-04-17,401.7156677246094
2023-04-18,401.9776916503906
2023-04-19,401.9097900390625
2023-04-20,399.716552734375
2023-04-21,400.027099609375
2023-04-24,400.4444274902344
2023-04-25,394.08782958984375
2023-04-26,392.41864013671875
2023-04-27,400.23089599609375
2023-04-28,403.6469421386719
2023-05-01,403.23931884765625
2023-05-02,398.7072448730469
2023-05-03,395.97052001953125
2023-05-04,393.1658630371094
2023-05-05,400.4444274902344
2023-05-08,400.5511474609375
2023-05-09,398.7945861816406
2023-05-10,400.6578674316406
2023-05-11,399.95916748046875
2023-05-12,399.4350891113281
2023-05-15,400.81317138671875
2023-05-16,398.1346740722656
2023-05-17,402.96759033203125
2023-05-18,406.8495178222656
2023-05-19,406.25750732421875
2023-05-22,406.4224548339844
2023-05-23,401.86126708984375
2023-05-24,398.9498596191406
2023-05-25,402.40472412109375
2023-05-26,407.6162109375
2023-05-30,407.7713928222656
2023-05-31,405.51025390625
2023-06-01,409.3629455566406
2023-06-02,415.28289794921875
2023-06-05,414.48712158203125
2023-06-06,415.3896179199219
2023-06-07,413.9532775878906
2023-06-08,416.4571228027344
2023-06-09,417.2043762207031
2023-06-12,420.98919677734375
2023-06-13,423.76470947265625
2023-06-14,424.2694091796875
2023-06-15,429.52935791015625
2023-06-16,428.0662536621094
2023-06-20,425.84539794921875
2023-06-21,423.6634521484375
2023-06-22,425.1927185058594
2023-06-23,421.978271484375
2023-06-26,420.25421142578125
2023-06-27,424.8616027832031
2023-06-28,425.0758972167969
2023-06-29,426.75128173828125
2023-06-30,431.7872009277344
2023-07-03,432.2840270996094
2023-07-05,431.6411437988281
2023-07-06,428.2610778808594
2023-07-07,427.1799011230469
2023-07-10,428.2610778808594
2023-07-11,430.98846435546875
2023-07-12,434.4561462402344
2023-07-13,437.9044494628906
2023-07-14,437.6316223144531
2023-07-17,439.1512145996094
2023-07-18,442.4143371582031
2023-07-19,443.398193359375
2023-07-20,440.4565124511719
2023-07-21,440.4565124511719
2023-07-24,442.4241027832031
2023-07-25,443.6319580078125
2023-07-26,443.70013427734375
2023-07-27,440.7583923339844
2023-07-28,445.0736083984375
2023-07-31,445.9210205078125
2023-08-01,444.64501953125
2023-08-02,438.4596252441406
2023-08-03,437.2030944824219
2023-08-04,435.2256774902344
2023-08-07,439.0245361328125
2023-08-08,437.1153869628906
2023-08-09,434.1931457519531
2023-08-10,434.34906005859375
2023-08-11,434.09576416015625
2023-08-14,436.49200439453125
2023-08-15,431.4073486328125
2023-08-16,428.24163818359375
2023-08-17,424.9784240722656
2023-08-18,425.18304443359375
2023-08-21,427.94940185546875
2023-08-22,426.7901916503906
2023-08-23,431.543701171875
2023-08-24,425.5628967285156
2023-08-25,428.5630187988281
2023-08-28,431.2807312011719
2023-08-29,437.5148010253906
2023-08-30,439.3168029785156
2023-08-31,438.67388916015625
2023-09-01,439.4921569824219
2023-09-05,437.59271240234375
2023-09-06,434.6510314941406
2023-09-07,433.3165588378906
2023-09-08,433.9691162109375
2023-09-11,436.82318115234375
2023-09-12,434.42694091796875
2023-09-13,434.9335021972656
2023-09-14,438.68359375
2023-09-15,433.39825439453125
2023-09-18,433.6524353027344
2023-09-19,432.75311279296875
2023-09-20,428.7746887207031
2023-09-21,421.6877136230469
2023-09-22,420.73956298828125
2023-09-25,422.5087890625
2023-09-26,416.3016662597656
2023-09-27,416.4678039550781
2023-09-28,418.8822326660156
2023-09-29,417.86566162109375
2023-10-02,417.6994323730469
2023-10-03,412.10809326171875
2023-10-04,415.10906982421875
2023-10-05,414.9526672363281
2023-10-06,419.8793640136719
2023-10-09,422.56744384765625
2023-10-10,424.7668762207031
2023-10-11,426.5068359375
2023-10-12,423.90667724609375
2023-10-13,421.79522705078125
2023-10-16,426.2331237792969
2023-10-17,426.21356201171875
2023-10-18,420.53424072265625
2023-10-19,416.8392333984375
2023-10-20,411.7171325683594
2023-10-23,411.00347900390625
2023-10-24,414.10223388671875
2023-10-25,408.15899658203125
2023-10-26,403.27142333984375
2023-10-27,401.4434509277344
2023-10-30,406.2430419921875
2023-10-31,408.7944030761719
2023-11-01,413.154052734375
2023-11-02,421.0718688964844
2023-11-03,424.91351318359375
2023-11-06,425.8909606933594
2023-11-07,427.1031188964844
2023-11-08,427.4159240722656
2023-11-09,424.0826110839844
2023-11-10,430.7003479003906
2023-11-13,430.2897644042969
2023-11-14,438.63775634765625
2023-11-15,439.5663757324219
2023-11-16,440.1039733886719
2023-11-17,440.6513671875
2023-11-20,444.0433349609375
2023-11-21,443.0756530761719
2023-11-22,444.78619384765625
2023-11-24,445.0599060058594
2023-11-27,444.2584228515625
2023-11-28,444.6982727050781
2023-11-29,444.3854675292969
2023-11-30,446.1352233886719
2023-12-01,448.7745361328125
2023-12-04,446.4186706542969
2023-12-05,446.33074951171875
2023-12-06,444.5321350097656
2023-12-07,447.9241027832031
2023-12-08,449.8497619628906
2023-12-11,451.5994567871094
2023-12-12,453.6620178222656
2023-12-13,459.9180603027344
2023-12-14,461.3941345214844
2023-12-15,460.63446044921875
2023-12-18,463.22552490234375
2023-12-19,466.0423583984375
2023-12-20,459.58428955078125
2023-12-21,463.9420471191406
2023-12-22,464.8744201660156
2023-12-26,466.83734130859375
2023-12-27,467.68145751953125
2023-12-28,467.85809326171875
2023-12-29,466.503662109375
2024-01-02,463.8929138183594
2024-01-03,460.1044921875
2024-01-04,458.6224365234375
2024-01-05,459.2505798339844
2024-01-08,465.80682373046875
2024-01-09,465.1001892089844
2024-01-10,467.7304992675781
2024-01-11,467.5243835449219
2024-01-12,467.8482666015625
2024-01-16,466.13067626953125
2024-01-17,463.5396423339844
2024-01-18,467.6617736816406
2024-01-19,473.49176025390625
2024-01-22,474.4928894042969
2024-01-23,475.876708984375
2024-01-24,476.3969421386719
2024-01-25,478.98797607421875
2024-01-26,478.3794860839844
2024-01-29,482.1679382324219
2024-01-30,481.7950134277344
2024-01-31,473.93341064453125
2024-02-01,480.1363525390625
2024-02-02,485.19091796875
2024-02-05,483.4242858886719
2024-02-06,484.8277587890625
2024-02-07,488.8714294433594
2024-02-08,489.0873718261719
2024-02-09,491.91400146484375
2024-02-12,491.69805908203125
2024-02-13,484.9258728027344
2024-02-14,489.3327331542969
2024-02-15,492.7090148925781
2024-02-16,490.2553405761719
2024-02-20,487.5562744140625
2024-02-21,487.9978942871094
2024-02-22,498.0972595214844
2024-02-23,498.4407958984375
2024-02-26,496.6152038574219
2024-02-27,497.537841796875
2024-02-28,496.8802490234375
2024-02-29,498.66650390625
2024-03-01,503.3481140136719
2024-03-04,502.808349609375
2024-03-05,497.783203125
2024-03-06,500.3055725097656
2024-03-07,505.2718505859375
2024-03-08,502.23907470703125
2024-03-11,501.8072509765625
2024-03-12,507.20538330078125
2024-03-13,506.4103698730469
2024-03-14,505.4093017578125
2024-03-15,501.9388122558594
2024-03-18,504.9219055175781
2024-03-19,507.72784423828125
2024-03-20,512.4239501953125
2024-03-21,514.1173706054688
2024-03-22,513.1426391601562
2024-03-25,511.7249755859375
2024-03-26,510.77978515625
2024-03-27,515.0723266601562
2024-03-28,514.973876953125
2024-04-01,514.0779418945312
2024-04-02,510.8094177246094
2024-04-03,511.3705139160156
2024-04-04,505.128662109375
2024-04-05,510.4056701660156
2024-04-08,510.6911926269531
2024-04-09,511.2818908691406
2024-04-10,506.1623840332031
2024-04-11,509.9823303222656
2024-04-12,502.9429931640625
2024-04-15,496.64208984375
2024-04-16,495.7362976074219
2024-04-17,492.8023986816406
2024-04-18,491.7884216308594
2024-04-19,487.495849609375
2024-04-22,491.98529052734375
2024-04-23,497.8235168457031
2024-04-24,497.58721923828125
2024-04-25,495.6969299316406
2024-04-26,500.3931579589844
2024-04-29,502.1652526855469
2024-04-30,494.2103271484375
2024-05-01,492.6055603027344
2024-05-02,497.21307373046875
2024-05-03,503.3762512207031
2024-05-06,508.57452392578125
2024-05-07,509.1357116699219
2024-05-08,509.1848449707031
2024-05-09,512.1187133789062
2024-05-10,512.7783813476562
2024-05-13,512.8472900390625
2024-05-14,515.2002563476562
2024-05-15,521.5800170898438
2024-05-16,520.5068359375
2024-05-17,521.2550659179688
2024-05-20,521.8557739257812
2024-05-21,523.1355590820312
2024-05-22,521.6293334960938
2024-05-23,517.8191528320312
2024-05-24,521.2453002929688
2024-05-28,521.609619140625
2024-05-29,517.9569702148438
2024-05-30,514.5209350585938
2024-05-31,519.2073364257812
2024-06-03,519.6306762695312
2024-06-04,520.2115478515625
2024-06-05,526.3943481445312
2024-06-06,526.3844604492188
2024-06-07,525.7445678710938
2024-06-10,527.3689575195312
2024-06-11,528.6390380859375
2024-06-12,532.9808349609375
2024-06-13,534.0538940429688
2024-06-14,534.3787841796875
2024-06-17,538.6318969726562
2024-06-18,540.0003051757812
2024-06-20,538.5335083007812
2024-06-21,537.8114624023438
2024-06-24,536.0631713867188
2024-06-25,538.1276245117188
2024-06-26,538.7991943359375
2024-06-27,539.6486206054688
2024-06-28,537.5249633789062
2024-07-01,538.63134765625
2024-07-02,542.256103515625
2024-07-03,544.6760864257812
2024-07-05,547.8168334960938
2024-07-08,548.4490356445312
2024-07-09,548.982421875
2024-07-10,554.4147338867188
2024-07-11,549.6341552734375
2024-07-12,553.10107421875
2024-07-15,554.6221923828125
2024-07-16,557.9111328125
2024-07-17,550.0885620117188
2024-07-18,545.8611450195312
2024-07-19,542.236328125
2024-07-22,547.8268432617188
2024-07-23,546.9674682617188
2024-07-24,534.5718383789062
2024-07-25,531.7864990234375
2024-07-26,537.7423706054688
2024-07-29,538.0584106445312
2024-07-30,535.3323364257812
2024-07-31,544.033935546875
2024-08-01,536.3299560546875
2024-08-02,526.34423828125
2024-08-05,511.0152587890625
2024-08-06,515.7265625
2024-08-07,512.279541015625
2024-08-08,524.1220092773438
2024-08-09,526.4332275390625
2024-08-12,526.7097778320312
2024-08-13,535.371826171875
2024-08-14,537.0608520507812
2024-08-15,546.2661743164062
2024-08-16,547.4909057617188
2024-08-19,552.7257080078125
2024-08-20,551.826904296875
2024-08-21,553.7233276367188
2024-08-22,549.3773803710938
2024-08-23,555.2147216796875
2024-08-26,553.8911743164062
2024-08-27,554.6517333984375
2024-08-28,551.431884765625
2024-08-29,551.4811401367188
2024-08-30,556.74560546875
2024-09-03,545.2883911132812
2024-09-04,544.1722412109375
2024-09-05,542.8487548828125
2024-09-06,533.7125244140625
2024-09-09,539.6881103515625
2024-09-10,542.038818359375
2024-09-11,547.5995483398438
2024-09-12,552.2120971679688
2024-09-13,555.09619140625
2024-09-16,555.916015625
2024-09-17,556.1431884765625
2024-09-18,554.4937744140625
2024-09-19,563.9558715820312
2024-09-20,562.9810180664062
2024-09-23,564.3877563476562
2024-09-24,566.002685546875
2024-09-25,564.7543334960938
2024-09-26,566.9934692382812
2024-09-27,566.1710815429688
