Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-04 00:00:00-05:00,352.3523948839553,352.48384487733864,342.50407428116006,346.2312316894531,110210800,0.0,0.0,0.0
2021-01-05 00:00:00-05:00,345.5834714285236,349.7143194040701,345.53651271864265,348.6158752441406,66426200,0.0,0.0,0.0
2021-01-06 00:00:00-05:00,347.09499826346524,353.92031398361445,346.5410917350817,350.7001037597656,107997700,0.0,0.0,0.0
2021-01-07 00:00:00-05:00,353.0940925087612,356.6616362990513,352.9157124541639,355.91058349609375,68766800,0.0,0.0,0.0
2021-01-08 00:00:00-05:00,357.30941714335967,358.15435867540117,354.03290859484423,357.9384460449219,71677200,0.0,0.0,0.0
2021-01-11 00:00:00-05:00,354.7370512322942,357.3000397350411,354.6149987034342,355.5256652832031,51034700,0.0,0.0,0.0
2021-01-12 00:00:00-05:00,355.71345275410084,356.6240907084926,353.33818441245427,355.60076904296875,52547700,0.0,0.0,0.0
2021-01-13 00:00:00-05:00,355.5256610306768,357.5629068084497,354.7370469892007,356.5583801269531,45303600,0.0,0.0,0.0
2021-01-14 00:00:00-05:00,357.3094054219009,357.81638178482524,354.9717272414135,355.3096923828125,49989100,0.0,0.0,0.0
2021-01-15 00:00:00-05:00,353.6761329176332,354.48351318021776,350.8408758769977,352.7185363769531,107160000,0.0,0.0,0.0
2021-01-19 00:00:00-05:00,355.19703254217853,356.0326052151817,353.70429588615946,355.4880676269531,51233300,0.0,0.0,0.0
2021-01-20 00:00:00-05:00,357.79761692490206,361.2525343487993,357.40332422678637,360.4075927734375,61836100,0.0,0.0,0.0
2021-01-21 00:00:00-05:00,360.97085259434635,361.40273516060154,359.80671219152816,360.73614501953125,47840100,0.0,0.0,0.0
2021-01-22 00:00:00-05:00,358.86791337895454,360.632919080556,358.48298948438577,359.4593811035156,52860500,0.0,0.0,0.0
2021-01-25 00:00:00-05:00,360.2010246976405,361.2337150808615,355.30969832974995,360.8769836425781,70402000,0.0,0.0,0.0
2021-01-26 00:00:00-05:00,361.834590693013,362.24767831859975,360.0789826096829,360.3136901855469,42665300,0.0,0.0,0.0
2021-01-27 00:00:00-05:00,356.9620788794984,357.055967645205,349.2542896838257,351.5074768066406,123351100,0.0,0.0,0.0
2021-01-28 00:00:00-05:00,353.33809342561653,358.5673841177919,352.8968707699908,354.5304260253906,94198100,0.0,0.0,0.0
2021-01-29 00:00:00-05:00,352.65284731045637,353.62923889213613,345.74304106824115,347.4329528808594,126765100,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,350.8596220103772,354.2581827359129,347.72393259370006,353.2160949707031,75817600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,356.42692150034526,359.77855258361063,353.3006291740671,358.210693359375,64450700,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,359.04624650253754,360.2291817970051,357.20614721734137,358.4923400878906,52427100,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,359.5344924540341,362.61385510986565,358.6050594991761,362.5669250488281,47142600,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,364.45391226902905,364.70738612067305,362.51992425798863,363.9938659667969,48669800,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,365.4584506060735,366.66954968229635,364.5947427980771,366.62261962890625,38365200,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,365.7776139342464,366.9793440735661,365.3645550123846,366.37847900390625,35551100,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,368.13409370190647,368.2843099721123,363.79670275895097,366.2188720703125,59154400,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,367.3079426625288,367.73042774090396,364.3600305372677,366.81036376953125,42913300,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,366.00300039565195,368.86642136761486,365.9278779267351,368.6223449707031,50593300,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,369.8615622600723,370.0587372438281,367.58021159797727,368.3031005859375,50972400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,366.53816780915326,368.6411386820084,365.51481748712825,368.3876647949219,52290600,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,365.75891082673604,367.57084651716144,364.0220689575782,366.8197937011719,59712800,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,368.087157635444,368.378192700828,365.7212872319052,366.17193603515625,83241000,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,363.3836325113304,365.7870356476132,363.0831999565887,363.35546875,67414200,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,361.1304176423578,365.15800710517556,356.94324309465384,363.79669189453125,107284100,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,362.69824260167314,368.23736345862255,361.7030849255239,367.80548095703125,72433900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,366.5287583954201,367.9088401484747,357.48781758977935,358.9429931640625,146670500,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,360.839427681352,361.9941706014899,355.0937908908485,357.0934753417969,152701600,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,362.0036482356707,367.0076308337854,357.2907294506622,365.74957275390625,105348800,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,365.97477802318355,366.20948556201364,362.38843995366227,362.8954162597656,79595300,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,362.19136812027995,363.16773105398926,357.9853978452796,358.08868408203125,119940200,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,357.9008508325048,360.5107976486154,349.13218018196284,353.6573486328125,183433000,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,357.1873779252522,361.2243655188771,349.8457465481457,360.1634826660156,152039600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,361.1304636441672,363.96572081237963,358.0886626656329,358.37030029296875,123149200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,362.2476756090717,366.05932432052595,361.74069922676597,363.4869384765625,113633600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,365.85285900710517,367.45825113622993,364.42584696464235,365.74957275390625,109899400,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,368.2374482328218,371.44823207026684,367.77740186659247,369.4579162597656,86245000,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,368.0872116786863,370.0962936718245,367.270433881667,369.9554748535156,64653600,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,370.208899273121,372.4245534382438,368.04960127862137,372.16168212890625,73427200,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,372.78136840524263,373.4948599780654,370.91307655397173,371.69232177734375,73722500,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,370.3967604985205,373.7671582322049,369.24198877996133,372.95977783203125,97959300,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,370.3497855663885,372.45275626165227,366.84793824719753,367.5332946777344,115349100,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,367.22996674208673,368.82178866826683,364.65855545871983,366.85321044921875,113624500,1.278,0.0,0.0
2021-03-22 00:00:00-04:00,367.37131754090274,371.1766229447681,367.31480552331743,369.7825927734375,73778600,0.0,0.0,0.0
2021-03-23 00:00:00-04:00,369.1420959687848,370.6020376321158,366.08090385659546,366.8721008300781,90686600,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,368.2849511999877,369.93328538055033,364.9600268312681,365.0071105957031,97588600,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,363.5565669489051,367.86105171901727,361.59738810322796,367.0604553222656,116128600,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,368.2189480110559,373.3805982253649,367.61614370382983,372.9755859375,114409100,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,371.4874281073502,373.7009112131859,369.98980219608274,372.7872619628906,108107600,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,371.5062294862757,372.47639060854374,370.18753932464574,371.7982177734375,76262200,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,372.3727904040966,374.87826163220427,372.34453439848375,373.3052673339844,112734200,0.0,0.0,0.0
